2Theta_deg,Intensity_cps
14.17274,171.24
14.18345,0.0
14.19417,171.2
14.20489,0.0
14.2156,171.3
14.22632,0.0
14.23703,171.28
14.24775,0.0
14.25847,171.32
14.26918,0.0
14.2799,171.24
14.29061,0.0
14.30133,171.22
14.31204,0.0
14.32276,171.54
14.33348,0.0
14.34419,171.52
14.35491,0.0
14.36562,171.36
14.37634,0.0
14.38706,171.28
14.39777,0.0
14.40849,171.38
14.4192,0.0
14.42992,171.16
14.44063,0.0
14.45135,171.42
14.46207,0.0
14.47278,171.58
14.4835,0.0
14.49421,171.52
14.50493,0.0
14.51565,171.42
14.52636,0.0
14.53708,171.3
14.54779,0.0
14.55851,171.36
14.56922,0.0
14.57994,171.38
14.59066,0.0
14.60137,171.4
14.61209,0.0
14.6228,171.48
14.63352,0.0
14.64423,171.38
14.65495,0.0
14.66567,171.12
14.67638,0.0
14.6871,171.53
14.69781,0.0
14.70853,171.34
14.71925,0.0
14.72996,171.46
14.74068,0.0
14.75139,171.73
14.76211,0.0
14.77282,171.57
14.78354,0.0
14.79426,171.56
14.80497,0.0
14.81569,171.56
14.8264,0.0
14.83712,171.7
14.84784,0.0
14.85855,171.69
14.86927,0.0
14.87998,171.8
14.8907,0.0
14.90141,171.62
14.91213,0.0
14.92285,171.76
14.93356,0.0
14.94428,171.7
14.95499,0.0
14.96571,171.68
14.97643,0.0
14.98714,171.71
14.99786,0.0
15.00857,171.83
15.01929,0.0
15.03,172.06
15.04072,0.0
15.05144,171.94
15.06215,0.0
15.07287,171.83
15.08358,0.0
15.0943,171.96
15.10502,0.0
15.11573,171.86
15.12645,0.0
15.13716,171.92
15.14788,0.0
15.15859,172.1
15.16931,0.0
15.18003,171.99
15.19074,0.0
15.20146,172.1
15.21217,0.0
15.22289,171.92
15.2336,0.0
15.24432,171.89
15.25504,0.0
15.26575,171.95
15.27647,0.0
15.28718,172.06
15.2979,0.0
15.30862,172.0
15.31933,0.0
15.33005,171.9
15.34076,0.0
15.35148,171.79
15.36219,0.0
15.37291,171.66
15.38363,0.0
15.39434,171.64
15.40506,0.0
15.41577,171.78
15.42649,0.0
15.43721,171.74
15.44792,0.0
15.45864,171.64
15.46935,0.0
15.48007,171.52
15.49078,0.0
15.5015,171.53
15.51222,0.0
15.52293,171.54
15.53365,0.0
15.54436,171.48
15.55508,0.0
15.5658,171.36
15.57651,0.0
15.58723,171.55
15.59794,0.0
15.60866,171.53
15.61937,0.0
15.63009,171.32
15.64081,0.0
15.65152,171.56
15.66224,0.0
15.67295,171.32
15.68367,0.0
15.69438,171.06
15.7051,0.0
15.71582,171.44
15.72653,0.0
15.73725,171.28
15.74796,0.0
15.75868,171.28
15.7694,0.0
15.78011,171.48
15.79083,0.0
15.80154,171.4
15.81226,0.0
15.82297,171.16
15.83369,0.0
15.84441,171.16
15.85512,0.0
15.86584,171.4
15.87655,0.0
15.88727,171.52
15.89799,0.0
15.9087,171.53
15.91942,0.0
15.93013,171.5
15.94085,0.0
15.95156,171.5
15.96228,0.0
15.973,171.3
15.98371,0.0
15.99443,171.38
16.00514,0.0
16.01586,171.22
16.02658,0.0
16.03729,171.2
16.04801,0.0
16.05872,171.48
16.06944,0.0
16.08015,171.2
16.09087,0.0
16.10159,170.96
16.1123,0.0
16.12302,171.08
16.13373,0.0
16.14445,171.12
16.15517,0.0
16.16588,171.14
16.1766,0.0
16.18731,171.42
16.19803,0.0
16.20874,171.4
16.21946,0.0
16.23018,171.14
16.24089,0.0
16.25161,171.2
16.26232,0.0
16.27304,171.4
16.28375,0.0
16.29447,171.53
16.30519,0.0
16.3159,171.24
16.32662,0.0
16.33733,171.28
16.34805,0.0
16.35877,171.2
16.36948,0.0
16.3802,171.26
16.39091,0.0
16.40163,171.22
16.41234,0.0
16.42306,171.14
16.43378,0.0
16.44449,171.06
16.45521,0.0
16.46592,171.18
16.47664,0.0
16.48736,171.2
16.49807,0.0
16.50879,171.08
16.5195,0.0
16.53022,171.26
16.54093,0.0
16.55165,171.54
16.56237,0.0
16.57308,171.16
16.5838,0.0
16.59451,170.98
16.60523,0.0
16.61595,171.14
16.62666,0.0
16.63738,171.56
16.64809,0.0
16.65881,171.36
16.66952,0.0
16.68024,171.38
16.69096,0.0
16.70167,171.54
16.71239,0.0
16.7231,171.4
16.73382,0.0
16.74453,171.16
16.75525,0.0
16.76597,171.36
16.77668,0.0
16.7874,171.02
16.79811,0.0
16.80883,171.24
16.81955,0.0
16.83026,171.54
16.84098,0.0
16.85169,171.32
16.86241,0.0
16.87312,171.14
16.88384,0.0
16.89456,171.38
16.90527,0.0
16.91599,171.54
16.9267,0.0
16.93742,171.3
16.94814,0.0
16.95885,171.5
16.96957,0.0
16.98028,170.96
16.991,0.0
17.00171,171.0
17.01243,0.0
17.02315,171.12
17.03386,0.0
17.04458,171.22
17.05529,0.0
17.06601,171.34
17.07673,0.0
17.08744,171.22
17.09816,0.0
17.10887,170.94
17.11959,0.0
17.1303,171.14
17.14102,0.0
17.15174,171.48
17.16245,0.0
17.17317,171.38
17.18388,0.0
17.1946,171.44
17.20532,0.0
17.21603,171.16
