2Theta_deg,Intensity_cps
13.325,0.0
13.33572,171.44
13.34643,0.0
13.35715,171.4
13.36786,0.0
13.37857,171.42
13.38929,0.0
13.4,171.32
13.41072,0.0
13.42143,170.98
13.43215,0.0
13.44286,171.53
13.45357,0.0
13.46429,171.3
13.475,0.0
13.48572,171.24
13.49643,0.0
13.50715,171.28
13.51786,0.0
13.52857,171.28
13.53929,0.0
13.55,171.34
13.56072,0.0
13.57143,171.34
13.58215,0.0
13.59286,171.24
13.60357,0.0
13.61429,171.38
13.625,0.0
13.63572,171.48
13.64643,0.0
13.65715,171.59
13.66786,0.0
13.67857,171.6
13.68929,0.0
13.7,171.55
13.71072,0.0
13.72143,171.46
13.73215,0.0
13.74286,171.16
13.75357,0.0
13.76429,170.88
13.775,0.0
13.78572,171.18
13.79643,0.0
13.80715,171.22
13.81786,0.0
13.82857,171.2
13.83929,0.0
13.85,171.38
13.86072,0.0
13.87143,171.4
13.88215,0.0
13.89286,171.48
13.90357,0.0
13.91429,171.26
13.925,0.0
13.93572,171.4
13.94643,0.0
13.95715,171.48
13.96786,0.0
13.97858,171.46
13.98929,0.0
14.0,171.5
14.01072,0.0
14.02143,171.28
14.03215,0.0
14.04286,171.38
14.05358,0.0
14.06429,171.28
14.075,0.0
14.08572,171.36
14.09643,0.0
14.10715,171.52
14.11786,0.0
14.12858,171.38
14.13929,0.0
14.15,171.1
14.16072,0.0
14.17143,171.24
14.18215,0.0
14.19286,171.2
14.20358,0.0
14.21429,171.3
14.225,0.0
14.23572,171.28
14.24643,0.0
14.25715,171.32
14.26786,0.0
14.27858,171.24
14.28929,0.0
14.3,171.22
14.31072,0.0
14.32143,171.54
14.33215,0.0
14.34286,171.52
14.35358,0.0
14.36429,171.36
14.375,0.0
14.38572,171.28
14.39643,0.0
14.40715,171.38
14.41786,0.0
14.42858,171.16
14.43929,0.0
14.45,171.42
14.46072,0.0
14.47143,171.58
14.48215,0.0
14.49286,171.52
14.50358,0.0
14.51429,171.42
14.525,0.0
14.53572,171.3
14.54643,0.0
14.55715,171.36
14.56786,0.0
14.57858,171.38
14.58929,0.0
14.6,171.4
14.61072,0.0
14.62143,171.48
14.63215,0.0
14.64286,171.38
14.65358,0.0
14.66429,171.12
14.675,0.0
14.68572,171.53
14.69643,0.0
14.70715,171.34
14.71786,0.0
14.72858,171.46
14.73929,0.0
14.75,171.73
14.76072,0.0
14.77143,171.57
14.78215,0.0
14.79286,171.56
14.80358,0.0
14.81429,171.56
14.825,0.0
14.83572,171.7
14.84643,0.0
14.85715,171.69
14.86786,0.0
14.87858,171.8
14.88929,0.0
14.9,171.62
14.91072,0.0
14.92143,171.76
14.93215,0.0
14.94286,171.7
14.95358,0.0
14.96429,171.68
14.975,0.0
14.98572,171.71
14.99643,0.0
15.00715,171.83
15.01786,0.0
15.02858,172.06
15.03929,0.0
15.05,171.94
15.06072,0.0
15.07143,171.83
15.08215,0.0
15.09286,171.96
15.10358,0.0
15.11429,171.86
15.125,0.0
15.13572,171.92
15.14643,0.0
15.15715,172.1
15.16786,0.0
15.17858,171.99
15.18929,0.0
15.2,172.1
15.21072,0.0
15.22143,171.92
15.23215,0.0
15.24286,171.89
15.25358,0.0
15.26429,171.95
15.275,0.0
15.28572,172.06
15.29643,0.0
15.30715,172.0
15.31786,0.0
15.32858,171.9
15.33929,0.0
15.35,171.79
15.36072,0.0
15.37143,171.66
15.38215,0.0
15.39286,171.64
15.40358,0.0
15.41429,171.78
15.425,0.0
15.43572,171.74
15.44643,0.0
15.45715,171.64
15.46786,0.0
15.47858,171.52
15.48929,0.0
15.5,171.53
15.51072,0.0
15.52143,171.54
15.53215,0.0
15.54286,171.48
15.55358,0.0
15.56429,171.36
15.575,0.0
15.58572,171.55
15.59643,0.0
15.60715,171.53
15.61786,0.0
15.62858,171.32
15.63929,0.0
15.65,171.56
15.66072,0.0
15.67143,171.32
15.68215,0.0
15.69286,171.06
15.70358,0.0
15.71429,171.44
15.725,0.0
15.73572,171.28
15.74643,0.0
15.75715,171.28
15.76786,0.0
15.77858,171.48
15.78929,0.0
15.8,171.4
15.81072,0.0
15.82143,171.16
15.83215,0.0
15.84286,171.16
15.85358,0.0
15.86429,171.4
15.875,0.0
15.88572,171.52
15.89643,0.0
15.90715,171.53
15.91786,0.0
15.92858,171.5
15.93929,0.0
15.95,171.5
15.96072,0.0
15.97143,171.3
15.98215,0.0
15.99286,171.38
16.00358,0.0
16.01429,171.22
16.025,0.0
16.03572,171.2
16.04643,0.0
16.05715,171.48
16.06786,0.0
16.07858,171.2
16.08929,0.0
16.1,170.96
16.11072,0.0
16.12143,171.08
16.13215,0.0
16.14286,171.12
16.15358,0.0
16.16429,171.14
16.175,0.0
16.18572,171.42
16.19643,0.0
16.20715,171.4
16.21786,0.0
16.22858,171.14
16.23929,0.0
16.25,171.2
16.26072,0.0
16.27143,171.4
16.28215,0.0
16.29286,171.53
16.30358,0.0
16.31429,171.24
16.325,0.0
16.33572,171.28
16.34643,0.0
16.35715,171.2
16.36786,0.0
16.37858,171.26
16.38929,0.0
16.4,171.22
16.41072,0.0
16.42143,171.14
16.43215,0.0
16.44286,171.06
16.45358,0.0
16.46429,171.18
16.475,0.0
16.48572,171.2
16.49643,0.0
16.50715,171.08
