2Theta_deg,Intensity_cps
17.63395,170.76
17.64466,170.96
17.65538,170.8
17.6661,171.14
17.67681,171.06
17.68753,171.18
17.69824,171.06
17.70896,171.1
17.71967,171.14
17.73039,170.96
17.74111,170.92
17.75182,170.92
17.76254,170.98
17.77325,171.14
17.78397,171.08
17.79468,171.12
17.8054,170.84
17.81612,170.7
17.82683,171.02
17.83755,170.78
17.84826,171.02
17.85898,170.92
17.8697,171.0
17.88041,171.2
17.89113,171.32
17.90184,171.24
17.91256,171.06
17.92327,171.26
17.93399,171.34
17.94471,171.1
17.95542,170.98
17.96614,170.9
17.97685,171.16
17.98757,171.26
17.99829,171.2
18.009,171.24
18.01972,171.16
18.03043,170.88
18.04115,170.8
18.05186,171.08
18.06258,171.1
18.0733,170.82
18.08401,170.88
18.09473,171.12
18.10544,171.12
18.11616,171.22
18.12688,171.16
18.13759,171.1
18.14831,171.14
18.15902,171.12
18.16974,171.24
18.18045,171.0
18.19117,171.28
18.20189,171.36
18.2126,171.2
18.22332,171.04
18.23403,171.02
18.24475,171.46
18.25547,171.24
18.26618,170.96
18.2769,171.38
18.28761,171.08
18.29833,171.36
18.30904,171.1
18.31976,170.94
18.33048,170.86
18.34119,170.94
18.35191,170.94
18.36262,170.78
18.37334,170.98
18.38405,171.08
18.39477,170.88
18.40549,170.94
18.4162,171.16
18.42692,170.98
18.43763,170.9
18.44835,170.86
18.45907,171.04
18.46978,170.84
18.4805,170.96
18.49121,170.8
18.50193,170.92
18.51264,170.78
18.52336,170.76
18.53408,171.08
18.54479,170.98
18.55551,170.82
18.56622,171.1
18.57694,171.2
18.58766,171.14
18.59837,170.9
18.60909,171.2
18.6198,171.28
18.63052,170.9
18.64123,171.04
18.65195,171.1
18.66267,170.96
18.67338,170.86
18.6841,170.92
18.69481,171.3
18.70553,171.48
18.71625,171.24
18.72696,171.24
18.73768,171.1
18.74839,171.16
18.75911,171.26
18.76982,171.26
18.78054,171.5
18.79126,171.44
18.80197,171.73
18.81269,171.82
18.8234,171.98
18.83412,172.0
18.84483,172.12
18.85555,172.3
18.86627,172.33
18.87698,172.11
18.8877,171.88
18.89841,171.82
18.90913,171.96
18.91985,171.93
18.93056,171.87
18.94128,171.66
18.95199,171.88
18.96271,171.71
18.97342,171.62
18.98414,171.38
18.99486,171.3
19.00557,171.14
19.01629,171.55
19.027,171.22
19.03772,170.92
19.04844,170.92
19.05915,171.06
19.06987,171.26
19.08058,171.02
19.0913,171.04
19.10201,171.24
19.11273,171.22
19.12345,171.16
19.13416,170.98
19.14488,171.22
19.15559,171.3
19.16631,170.96
19.17703,171.02
19.18774,171.2
19.19846,171.28
19.20917,170.88
19.21989,170.98
19.2306,171.12
19.24132,171.08
19.25204,171.14
19.26275,171.18
19.27347,171.1
19.28418,171.14
19.2949,171.06
19.30562,170.82
19.31633,170.74
19.32705,171.14
19.33776,171.14
19.34848,171.16
19.35919,171.06
19.36991,170.86
19.38063,171.34
19.39134,171.22
19.40206,170.9
19.41277,170.98
19.42349,170.74
19.4342,171.08
19.44492,171.28
19.45564,171.3
19.46635,171.34
19.47707,171.18
19.48778,170.92
19.4985,170.98
19.50922,170.8
19.51993,170.94
19.53065,171.16
19.54136,171.06
19.55208,171.04
19.56279,171.36
19.57351,171.06
19.58423,171.12
19.59494,171.26
19.60566,171.08
19.61637,171.02
19.62709,170.96
19.63781,171.18
19.64852,171.1
19.65924,170.9
19.66995,171.22
19.68067,171.14
19.69138,171.14
19.7021,171.42
19.71282,171.4
